Title,Local Call Number,LC Call Number,Physical Availability
"Limners and likenesses; three centuries of American painting, by Alan Burroughs .",,ND205 .B8 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.B8; (1 items out of 1 available)
"Catalogue of an exhibition of American painting from 1860 until today at the Cleveland Museum of Art. June twenty-third to October fourth, 1937",ND205.C5 ,ND205 .C5 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.C5; (2 items out of 2 available)
"The American canvas : paintings from the collection of the Fine Arts Museums of San Francisco / by Marc Simpson, Sally Mills, and Jennifer Saville ; Ann Karlstrom, editor ; preface by Harry S. Parker III",ND205.F45 1989 ,ND205 .F45 1989 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.F45 1989; (1 items out of 1 available)
"Four American families : a tradition of artistic pursuit : [exhibition] Whitney Museum of American Art, Fairfield County, November 11, 1983-January 11, 1984",ND205 .F687 1983 ,ND205 .F687 1983 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.F687 1983; (1 items out of 1 available)
American tradition in painting,ND205 .M23  and others,ND205 .M23 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.M23; (1 items out of 1 available)
"Great American paintings from the Boston and Metropolitan Museums. [Exhibition] National Gallery of Art [Nov. 30, 1970-Jan. 10, 1971]; City Art Museum, St. Louis [Jan. 28-Mar. 7, 1971]; Seattle Art Museum [Mar. 25-May 9, 1971] By Thomas N. Maytham",ND205.M33 ,ND205 .M33 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.M33; (1 items out of 1 available)
American tradition in painting / John McCoubrey,,ND205 .M38 2000 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.M38 2000; (1 items out of 1 available)
Index to reproductions of American paintings; a guide to pictures occurring in more than eight hundred books.  Supplement,ND205 .M57 suppl  and others,ND205 .M57 suppl ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.M57 suppl; (1 items out of 1 available)
"Index to reproductions of American paintings : a guide to pictures occurring in more than eight hundred books, by Isabel Stevenson Monro and Kate M. Monro",ND205.M57 ,ND205 .M57 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.M57; (1 items out of 1 available)
"Painting the town : cityscapes of New York : paintings from the Museum of the City of New York / edited by Jan Seidler Ramirez ; essays by Michele H. Bogart, Jan Seidler Ramirez, William R. Taylor ; entries by Barbara Ball Buff, Jan Seidler Ramirez",ND235.N45 M87 2000 ,ND235.N45 M87 2000 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.M87 2000; (1 items out of 1 available)
Handbook of American paintings / the Nelson-Atkins Museum of Art ; [written by] Henry Adams,,ND205 .N34 1991 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.N34 1991; (1 items out of 1 available)
Painting in America; the story of 450 years,ND205 .R53 1956  and others,ND205 .R53 1956 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.R53 1956; (1 items out of 1 available)
Painting in America : the story of 450 years,ND205.R53 ,ND205 .R53 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.R53; (2 items out of 2 available)
A short history of painting in America : the story of 450 years,ND205.R535 ,ND205 .R535 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.R535; (1 items out of 1 available)
The invention of painting in America / David Rosand,,ND205 .R67 2004 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.R67 2004; (1 items out of 1 available)
"The Boston tradition : American paintings from the Museum of Fine Arts, Boston : an exhibition / organized by the Museum of Fine Arts, Boston and the American Federation of Arts ; Carol Troyen",ND205.T75 ,ND205 .T75 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.T75 1980; (1 items out of 1 available)
Signs of the artist : signatures and self-expression in American paintings / John Wilmerding,,ND205 .W523 2003 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND205.W523 2003; (1 items out of 1 available)
"American folk painting : selections from the collection of Mr. and Mrs. William E. Wiltshire III : an exhibition on display at The Virginia Museum, Richmond November 29, 1977 - January 8, 1978 : Organized by the Virginia Museum and circulated by the American Federation of Arts / catalog compiled by Richard B. Woodward",ND207.W66 ,ND207 .W66 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND207.5.P7W66 1977; (1 items out of 1 available)
American icons : transatlantic perspectives on eighteenth- and nineteenth-century American art / edited by Thomas W. Gaehtgens and Heinz Ickstadt,ND207.A678 1992 ,ND207 .A678 1992 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND207.A678 1992; (1 items out of 1 available)
America's old masters / by James Thomas Flexner,,ND207 .F55 1967 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND207.F55 1967; (1 items out of 1 available)
America's old masters; first artists of the new world [by] James Thomas Flexner,,ND207 .F55 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND207.F55; (1 items out of 1 available)
First flowers of our wilderness,,ND207 .F57 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND207.F57; (1 items out of 1 available)
"The light of distant skies, 1760-1835",ND207.F58 ,ND207 .F58 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND207.F58; (1 items out of 1 available)
Young America : treasures from the Smithsonian American Art Museum / Amy Pastan,,ND207 .N3 1999 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND207.N3 2000; (1 items out of 1 available)
American painting to 1776: a reappraisal. Edited by Ian M. G. Quimby,759.1W736A ,ND207 .W5 1971 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND207.W5 1971; (1 items out of 1 available)
"Americans in Florence : Sargent and the American impressionists / edited by Francesca Bardazzi, Carlo Sisi ; [exhibition curated by Francesca Bardazzi, Carlo Sisi ; essays by Silvio Balloni ... [and others]]",,ND210.5.I4 A44 2012 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.5.I4 A44 2012; (1 items out of 1 available)
American impressionism,ND210.5.I4B68 ,ND210.5.I4 B68 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.5.I4B68; (1 items out of 1 available)
"Leaders of American impressionism: Mary Cassatt, Childe Hassam, John H. Twachtman [and] J. Alden Weir",ND210.5.I4B76 1974 ,ND210.5.I4 B76 1974 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.5.I4B76 1974; (1 items out of 1 available)
"The American impressionists, by Donelson F. Hoopes",ND210.5.I4H6 ,ND210.5.I4 H6 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.5.I4H6; (1 items out of 1 available)
The Cos Cob Art Colony : impressionists on the Connecticut shore / Susan G. Larkin,,ND210.5.I4 L37 2001 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.5.I4L37 2001; (1 items out of 1 available)
American impressionism : treasures from the Smithsonian American Art Museum / Elizabeth Prelinger,,ND210.5.I4 N38 2000 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.5.I4N38 2000; (1 items out of 1 available)
Romantic re-vision : culture and consciousness in nineteenth-century American painting and literature / Bryan Jay Wolf,ND210.5.R6W6 1982 ,ND210.5.R6 W6 1982 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.5.R6W6 1982; (1 items out of 1 available)
Painting the dark side : art and the Gothic imagination in nineteenth-century America / Sarah Burns,,ND210 .B87 2004 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.B87 2004; (1 items out of 1 available)
"The reality of appearance : the trompe l'œil tradition in American painting, by Alfred Frankenstein. Published by New York Graphic Society Limited for an exhibition organized by University Art Museum, Berkeley, in conjunction with National Gallery of Art [and others",,ND210 .C3 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.C3; (1 items out of 1 available)
"Painting American : the rise of American artists, Paris 1867-New York 1948 / Annie Cohen-Solal ; translated from the French with Laurie Hurwitz-Attias",,ND210 .C6613 2001 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.C6613 2001; (1 items out of 1 available)
Munich & American realism in the 19th century / essays by Michael Quick and Eberhard Ruhmer ; catalogue by Ricard V. West : [translations from the German by Lisl Swinehart and Richard V. West],ND210.W43 ,ND210 .W43 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.C7; (1 items out of 1 available)
"European muses, American masters, 1870-1950 / [edited by Fronia W. Simpson]",,ND210 .E845 2004 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.E845 2004; (1 items out of 1 available)
That wilder image,ND210 .F6  and others,ND210 .F6 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.F6; (1 items out of 1 available)
Mr. Luman Reed's picture gallery : a pioneer collection of American art / by Ella M. Foshay ; introduction by Wayne Craven ; catalogue by Timothy Anglin Burgard,ND210.F65 1990 ,ND210 .F65 1990 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.F65 1990; (1 items out of 1 available)
"American paintings, 1860-1940 / text by Gina Greer and Andrea Smith",ND210 .G74 2000 ,ND210 .G74 2000 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.G74 2000; (1 items out of 1 available)
"Homer, Eakins, & Anshutz : the search for American identity in the gilded age / Randall C. Griffin",,ND210 .G75 2004 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.G75 2004; (1 items out of 1 available)
"The American frontier: images and myths. [Exhibition at] Whitney Museum of American Art, June 26 to September 16, 1973",ND210.H46 ,ND210 .H46 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.H46; (1 items out of 1 available)
"The painters' America: rural and urban life, 1810-1910 [organized for the Whitney Museum of American Art by] Patricia Hills",ND210.H47 ,ND210 .H47 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.H47; (1 items out of 1 available)
The Arcadian landscape; nineteenth-century American painters in Italy,ND210 .K363  and others,ND210 .K363 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.K363; (1 items out of 1 available)
Picturing a nation : art and social change in nineteenth-century America / David M. Lubin,,ND210 .L83 1994 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.L83 1994; (1 items out of 1 available)
Classic ground : mid-nineteenth-century American painting and the Italian encounter / Paul A. Manoguerra ; with an essay by Janice Simon,,ND210 .M28 2004 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.M28 2004; (1 items out of 1 available)
Estimates in art. Series II. Sixteen essays on American painters of the nineteenth century,,ND210 .M3 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.M3; (1 items out of 1 available)
"Romantic painting in America, by James Thrall Soby and Dorothy C. Miller",,ND210 .N366 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.N366; (1 items out of 1 available)
"American painting of the nineteenth century : realism, idealism, and the American experience",,ND210 .N68 1969 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.N68 1969; (1 items out of 1 available)
"American painting of the nineteenth century : realism, idealism, and the American experience / Barbara Novak",,ND210 .N68 1979a ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.N68 1979a; (1 items out of 1 available)
Paris 1889 : American artists at the Universal Exposition / Annette Blaugrund ; with essays by Annette Blaugrund ... [and others],ND210.P27 1989 ,ND210 .P27 1989 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.P27 1989; (1 items out of 1 available)
The immortal eight : American painting from Eakins to the Armory show (1870-1913) Introd. by Mrs. John Sloan,QV 825 S696p 1970  and others,ND210 .P4 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.P4; (1 items out of 1 available)
Art and the higher life : painting and evolutionary thought in late nineteenth-century America / Kathleen Pyne,,ND210 .P96 1996 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.P96 1996; (1 items out of 1 available)
"Painting professionals : women artists and the development of modern American art, 1870-1930 / Kirsten Swinth",,ND210 .S93 2001 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.S93 2001; (1 items out of 1 available)
Town and country : views of American life from 1830-1960,ND210 .T69 2001 ,ND210 .T69 2001 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.T69 2001; (1 items out of 1 available)
American paintings XII / Bruce Weber,ND210 .W3 2005 ,ND210 .W3 2005 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND210.W3 2005; (1 items out of 1 available)
Abstract expressionist painting in America / William C. Seitz,ND212.5.A25S4 1983 ,ND212.5.A25 S4 1983 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.5.A25 S4 1983; (1 items out of 1 available)
The turning point : the abstract expressionists and the transformation of American art / April Kingsley,ND212.5.A25K56 1992 ,ND212.5.A25 K56 1992 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.5.A25K56 1992; (1 items out of 1 available)
Reframing abstract expressionism : subjectivity and painting in the 1940s / Michael Leja,ND212.5.A25L45 1993 ,ND212.5.A25 L45 1993 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.5.A25L45 1993; (1 items out of 1 available)
The triumph of American painting : a history of abstract expressionism / Irving Sandler,ND212.5.A25 S2 1970b  and others,ND212.5.A25 S2 1970b ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.5.A25S2 1970b; (1 items out of 1 available)
"Abstraction/abstraction : March 22 to April 27, 1986, Carnegie- Mellon University Art Gallery : exhibition / curated by Elaine A. King ; with an essay by David Carrier",ND212.5.A2A28 1986 ,ND212.5.A2 A28 1986 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.5.A2A28 1986; (1 items out of 1 available)
"The great decade of American abstraction; modernist art 1960 to 1970 : inaugural exhibition for the Brown Pavilion, the Museum of Fine Arts, Houston, January 15-March 10, 1974 / With an introductory note by Philippe de Montebello, and text and catalogue by E. A. Carmean, Jr",ND212.5.C6C37 ,ND212.5.C6 C37 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.5.C6C37; (1 items out of 1 available)
"The Park Avenue cubists : Gallatin, Morris, Frelinghuysen, and Shaw / with essays by Debra Bricker Balken and Robert S. Lubar",,ND212.5.C82 P37 2002 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.5.C82P37 2002; (1 items out of 1 available)
The most difficult journey : the Poindexter collections of American modernist painting / essays by Rick Newby and Andrea Pappas ; curated by Ben Mitchell,,ND212.5.M63 N49 2002 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.5.M63N49 2002; (1 items out of 1 available)
"Synchromism and color principles in American painting, 1910-1930 : October 12-November 6, 1965 / catalogue and text by William C. Agee",,ND212.5.S9 A44 1965 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.5.S9A44 1965; (1 items out of 1 available)
"10 + 10 : contemporary American and Soviet painters / [introduction John E. Bowlt, Viktor Misiano ; translators, Jamie Gambrell, Inna Levkova-Lamm]",ND212.A148 1989 ,ND212 .A148 1989 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND212.A148 1989; (1 items out of 1 available)
